id,nomeComune,nomeScientifico,ordine,famiglia,genere,tipo,Diffusione,Quota,Fogliazione,tagMargine,tagDisposizione,tagCorteccia,tagFrutto,descrizioneFoglia,descrizioneCorteccia,descrizioneFrutto,descrizioneChioma,descrizioneDettaglioFoglia
pesco,Pesco,Prunus persica,Rosales,Rosaceae,Prunus,Latifoglia,Italia,"Pianura, Collina",Decidua,seghettato,alterne,fessurata,capsula,"Foglie alterne, lanceolate e strette, lungamente appuntite, con margine finemente seghettato. Colore verde brillante.","Corteccia grigio-rossastra, inizialmente liscia con lenticelle, che diventa precocemente fessurata, ruvida e scagliosa sul tronco.","Drupa globosa (pesca) ricoperta da una caratteristica peluria vellutata (o liscia nelle nettarine), con polpa succosa e nocciolo solcato.","Chioma modesta, espansa e aperta, molto ramificata ma disordinata. Albero di piccole dimensioni.","Foglie semplici, alterne, lanceolate e strette, lunghe 8-15 cm, larghe 2-3 cm, con apice lungamente acuminato e base cuneata. Margine finemente seghettato. Pagina superiore verde brillante, inferiore più chiara. Nervature pennate con 10-15 paia di nervature secondarie. Picciolo corto, fino a 1 cm, spesso con ghiandole nettarifere."
pino_cembro,Pino cembro (Cirmolo),Pinus cembra,Pinales,Pinaceae,Pinus,Conifera,Nord,Montagna,Sempreverde,intero,coppie,fessurata,pigna,"Foglie aghiformi lunghe (5-11 cm), rigide ma flessibili, riunite in caratteristici fascetti di 5 aghi (pino pentafillo), di colore verde-glauco o azzurrognolo.","Corteccia grigio-verde e liscia da giovane, che col tempo si fessura longitudinalmente in scaglie spesse, rugose e stabili di colore bruno-rossastro.","Strobilo (pigna) grande, ovoidale e pesante, eretto, con squame spesse che racchiudono grandi semi eduli dal guscio legnoso (pinoli del cirmolo).","Chioma inizialmente conica e densa, che diventa cilindrica, irregolare o monumentale negli esemplari centenari d'alta quota. Legno aromatico.","Aghi lunghi 5-11 cm, riuniti in fascetti di 5, rigidi ma flessibili, sezione trasversale triangolare. Colore verde-glauco o azzurrognolo. Margine intero, apice acuminato. Guaine basali caduche."
pino_daleppo,Pino d'Aleppo,Pinus halepensis,Pinales,Pinaceae,Pinus,Conifera,"Centro, Sud, Sicilia, Sardegna","Collina, Mare",Sempreverde,intero,coppie,fessurata,pigna,"Foglie aghiformi in fascetti di 2, lunghe 6-12 cm, sottili, flessibili e di colore verde chiaro, non pungenti.","Corteccia grigio-argentata da giovane, che diventa bruno-rossastra, spessa, fessurata in placche irregolari e scagliose.","Strobilo (pigna) conico-ovoidale, lungo 5-10 cm, sessile, di colore bruno lucido a maturità , con squame spesse.","Chioma inizialmente conica, poi espansa e ombrelliforme, rada e di colore verde chiaro. Pino mediterraneo molto resistente alla siccità , tipico delle coste e isole.","Aghi lunghi 6-12 cm, riuniti in fascetti di 2, sottili, flessibili e non pungenti. Colore verde chiaro, sezione trasversale semicircolare. Margine intero, apice acuminato. Guaine basali persistenti."
pino_domestico,Pino domestico (da pinoli),Pinus pinea,Pinales,Pinaceae,Pinus,Conifera,Italia,"Collina, Mare",Sempreverde,intero,coppie,fessurata,pigna,"Foglie aghiformi in fascetti di 2, lunghe 10-15 cm, flessibili e non pungenti, di colore verde glauco o verde brillante.","Corteccia formata da grandi placche verticali (scaglie) grigio-rossastre o aranciate, separate da profondi solchi scuri longitudinali.","Strobilo (pigna) grande, globoso-ovoidale, pesante, contenente i famosi semi legnosi eduli privi di ala (i pinoli).","Chioma inconfondibile a forma di ombrello pieno o cupola, emisferica, concentrata sulla sommità  di un tronco dritto e slanciato.","Aghi lunghi 10-15 cm, riuniti in fascetti di 2, flessibili e non pungenti. Colore verde glauco o verde brillante, sezione trasversale semicircolare. Margine intero, apice acuminato. Guaine basali persistenti."
pino_laricio,Pino laricio,Pinus nigra subsp. laricio,Pinales,Pinaceae,Pinus,Conifera,"Sud, Sicilia",Montagna,Sempreverde,intero,coppie,fessurata,pigna,"Foglie aghiformi in fascetti di 2, lunghe 10-18 cm, sottili, flessibili e di colore verde-brillante, non pungenti.","Corteccia grigio-cenere da giovane, che con l'età  diventa scura, spessa e profondamente fessurata in placche rettangolari, con solchi molto profondi.","Strobilo (pigna) conico-ovoidale, simmetrico, di colore bruno lucido a maturità , lungo 5-8 cm, con squame apofisate.","Chioma inizialmente piramidale regolare, che diventa espansa e globosa negli esemplari adulti. Pino endemico di Calabria e Sicilia.","Aghi lunghi 10-18 cm, riuniti in fascetti di 2, sottili, flessibili e non pungenti. Colore verde brillante, sezione trasversale semicircolare. Margine intero, apice acuminato. Guaine basali persistenti."
pino_loricato,Pino loricato,Pinus leucodermis,Pinales,Pinaceae,Pinus,Conifera,Sud,Montagna,Sempreverde,intero,coppie,fessurata,pigna,"Foglie aghiformi in fascetti di 2, lunghe 4-8 cm, rigide, pungenti e di colore verde scuro opaco.","Corteccia caratteristica, grigio-cenere, formata da placche poligonali biancastre che ricordano un'armatura (lorica), separate da solchi scuri.","Strobilo (pigna) conico-ovoidale, di colore bruno chiaro a maturità , lungo 4-6 cm, con squame apofisate e spinose.","Chioma conico-piramidale e densa, con rami che si incurvano verso il basso. Pino endemico dei Balcani, presente in Calabria e Basilicata.","Aghi lunghi 4-8 cm, riuniti in fascetti di 2, rigidi, pungenti e di colore verde scuro opaco. Sezione trasversale semicircolare, margine intero, apice acuminato. Guaine basali persistenti."
pino_marittimo,Pino marittimo,Pinus pinaster,Pinales,Pinaceae,Pinus,Conifera,"Centro, Sud, Sardegna","Collina, Mare",Sempreverde,intero,coppie,fessurata,pigna,"Foglie aghiformi persistenti, riunite in fascetti di 2, estremamente lunghe (10-25 cm), rigide, spesse e pungenti, di colore verde scuro.","Corteccia grigiastra da giovane, che diventa spessa, profondamente fessurata in ampie placche romboidali di colore rosso-bruno scuro o violaceo.","Strobilo (pigna) grande, conico-allungato (8-22 cm), asimmetrico e lucido, sessile o quasi, contenente semi provvisti di grande ala.","Chioma inizialmente conica, poi espansa e irregolare, spesso rada e concentrata nella parte superiore del tronco. Portamento a ombrello aperto.","Aghi lunghi 10-25 cm, riuniti in fascetti di 2, estremamente rigidi, spessi e pungenti. Colore verde scuro, sezione trasversale semicircolare. Margine intero, apice acuminato. Guaine basali persistenti."
pino_mugo,Pino mugo,Pinus mugo,Pinales,Pinaceae,Pinus,Conifera,Nord,Montagna,Sempreverde,intero,coppie,squamosa,pigna,"Foglie aghiformi in fascetti di 2, lunghe 3-6 cm, rigide e leggermente ricurve, di colore verde scuro.","Corteccia grigio-scura, inizialmente liscia, che diventa squamosa e fessurata in placche irregolari negli esemplari adulti.","Strobilo (pigna) conico-ovoidale, simmetrico, lungo 3-6 cm, di colore bruno chiaro, con squame legnose apofisate.","Chioma densa, cespugliosa e irregolare, con rami che si allargano orizzontalmente. Portamento arbustivo o di piccolo albero, tipico degli ambienti subalpini.","Aghi lunghi 3-6 cm, riuniti in fascetti di 2, rigidi e leggermente ricurvi. Colore verde scuro, sezione trasversale semicircolare. Margine intero, apice acuminato. Guaine basali persistenti."
pinosilvestre,Pino silvestre,Pinus sylvestris,Pinales,Pinaceae,Pinus,Conifera,Nord,Montagna,Sempreverde,intero,coppie,squamosa,pigna,"Aghi in fascetti di 2, rigidi, leggermente ritorti e di colore verde-glauco, lunghi 4-7 cm.","Corteccia arancio-rossastra e squamosa nella parte alta del tronco, che si sfalda in sottili placche", grigio-brunastra e fessurata alla base.,"Strobilo conico-ovoidale, simmetrico, di colore marrone chiaro, lungo 3-6 cm, con squame legnose apofisate.","Chioma inizialmente conico-piramidale e densa, che con l'età  diventa espansa, irregolare e spesso rada, con rami che si incurvano verso l'alto. Negli esemplari adulti il tronco si spoglia inferiormente, mentre la chioma si appiattisce superiormente, assumendo un aspetto ombrelliforme di colore verde-azzurrognolo."
pioppo,Pioppo bianco,Populus alba,Malpighiales,Salicaceae,Populus,Latifoglia,Italia,Pianura,Decidua,lobato,alterne,liscia,capsula,"Foglie palmatolobate, con 3-5 lobi irregolari, bianco-tomentose sulla pagina inferiore. Pagina superiore verde scuro e lucida.","Corteccia liscia grigio-chiara con lenticelle romboidali nei giovani esemplari, che diventa scura e fessurata alla base con l'età .","Capsula bivalve riunita in amenti penduli, che a maturità  rilascia semi avvolti in una fitta peluria cotonosa bianca.","Chioma ampia e largamente arrotondata, con rami robusti e ascendenti. Albero tipico delle zone umide e dei corsi d'acqua.","Foglie semplici, alterne, palmatolobate con 3-5 lobi irregolari, lunghe 5-10 cm, larghe 5-10 cm. Margine intero o leggermente dentato. Pagina superiore verde scuro e lucido, inferiore bianco-tomentosa (da cui bianco). Nervature palmato-reticolate con 3-5 nervature principali. Picciolo lungo 3-6 cm, appiattito lateralmente."
pioppo_nero,Pioppo nero,Populus nigra,Malpighiales,Salicaceae,Populus,Latifoglia,Italia,Pianura,Decidua,seghettato,alterne,fessurata,capsula,"Foglie alterne, triangolari o romboidali, lungamente acuminate all'apice e a base tronca. Margine finemente seghettato e picciolo piatto flessibile.","Corteccia grigio-scura, spessa e profondamente fessurata in solchi longitudinali e grandi creste sugherose, ricca di grossi nodi sul tronco.","Capsula bivalve riunita in amenti penduli, che a maturità  libera piccoli semi avvolti in una fitta peluria cotonosa bianca (pappi).","Chioma ampia, espansa e irregolare (diventa colonnare stretta ed eretta nella varietà  'Italica' o pioppo cipressino). Tronco robusto.","Foglie semplici, alterne, triangolari o romboidali, lunghe 5-10 cm, larghe 4-8 cm, con apice lungamente acuminato e base tronca. Margine finemente seghettato. Pagina superiore verde scuro, inferiore più chiara e glabra. Nervature pennate con 3-5 paia di nervature secondarie. Picciolo piatto e flessibile, lungo 2-5 cm."
pioppo_tremolo,Pioppo tremolo,Populus tremula,Malpighiales,Salicaceae,Populus,Latifoglia,Italia,"Collina, Montagna",Decidua,lobato,alterne,liscia,capsula,"Foglie alterne, subrotonde o palmatolobate, con margine dentato e apice acuminato. Picciolo appiattito lateralmente che fa vibrare le foglie al minimo soffio di vento.","Corteccia grigio-verdastra, liscia con lenticelle, che diventa scura e fessurata alla base con l'età.","Capsula bivalve riunita in amenti penduli, che a maturità rilascia semi avvolti in una fitta peluria cotonosa bianca.","Chioma slanciata, conico-piramidale o colonnare, con rami eretti e portamento leggero. Specie pioniera dei boschi montani.","Foglie semplici, alterne, subrotonde o palmatolobate, lunghe 4-8 cm, larghe 4-8 cm, con margine dentato e apice acuminato. Pagina superiore verde scuro, inferiore più chiara e glabra. Nervature palmato-reticolate con 3-5 nervature principali. Picciolo appiattito lateralmente, lungo 3-6 cm."
platano,Platano comune,Platanus acerifolia,Proteales,Platanaceae,Platanus,Latifoglia,Italia,"Pianura, Collina",Decidua,lobato,alterne,squamosa,capsula,"Foglie alterne, grandi, palmatilobate con 3-5 lobi triangolari, simili a quelle dell'acero ma disposte in modo alterno sul ramo.","Corteccia inconfondibile che si sfoglia continuamente in grandi placche sottili (scaglie), lasciando macchie lisce giallastre, verdi e bianche.","Infruttescenze globose (palline) pendule e ispide, solitarie o a coppie, che a maturità  si disgregano liberando piccoli semi piumosi.","Chioma monumentale, imponente ed espansa, molto ramificata, sorretta da un tronco robusto e rami vigorosi. Forma della chioma piramidale in gioventù, diventa globosa in età adulta.","Foglie semplici, alterne, grandi, palmatilobate con 3-5 lobi triangolari acuminati, lunghe 10-20 cm, larghe 10-20 cm. Margine intero o leggermente dentato. Pagina superiore verde scuro, inferiore più chiara e pubescente. Nervature palmato-reticolate con 3-5 nervature principali. Picciolo lungo 5-10 cm, con base dilatata che ricopre la gemma."
quercia_rossa,Quercia rossa,Quercus rubra,Fagales,Fagaceae,Quercus,Latifoglia,Italia,Collina,Decidua,lobato,alterne,fessurata,ghianda,"Foglie alterne, grandi, obovate, con 7-11 lobi appuntiti e dentati, di colore verde scuro lucido. In autunno assumono una spettacolare colorazione rosso-brunastra.","Corteccia grigio-chiara, liscia da giovane, che diventa grigio-scura e fessurata in placche sottili e irregolari negli esemplari adulti.","Ghianda ovoidale, protetta per circa un terzo da una cupola a forma di scodella, con squame appressate.","Chioma ampia, densa e arrotondata, con tronco dritto e rami ascendenti. Quercia nordamericana molto usata nei parchi e per rimboschimenti.","Foglie semplici, alterne, obovate, lunghe 10-20 cm, larghe 8-12 cm, con 7-11 lobi appuntiti e dentati. Margine intero o leggermente dentato. Pagina superiore verde scuro e lucido, inferiore più chiara e glabra. Nervature pennate con 7-11 paia di nervature secondarie. Picciolo lungo 2-4 cm."
robinia,Robina,Robinia pseudoacacia,Fabales,Fabaceae,Robinia,Latifoglia,Italia,"Pianura, Collina",Decidua,intero,alterne,fessurata,capsula,"Foglie alterne, composte imparipennate, lunghe 15-30 cm, formate da 9-21 foglioline ovate o ellittiche con margine intero. Alla base del picciolo sono presenti due caratteristiche spine acuminate lunghe fino a 2 cm.","Corteccia di colore marrone-grigiastra, spessa e profondamente fessurata in senso longitudinale. Nei vecchi esemplari forma un disegno a reticolo con creste sporgenti e intrecciate molto evidenti.","Il frutto è un legume (baccello) piatto, allungato (5-10 cm) e liscio, di colore bruno-rossastro a maturità . Resta tenacemente attaccato ai rami spogli per tutto l'inverno e contiene diversi semi scuri.","Chioma leggera, espansa e tendenzialmente irregolare o trasparente, che lascia passare molta luce. Il portamento è eretto, spesso molto ramificato e con rami sinuosi o contorti.","Foglie composte imparipennate, alterne, lunghe 15-30 cm, con 9-21 foglioline ovate o ellittiche, lunghe 2-5 cm, larghe 1-2 cm. Margine intero, pagina superiore verde scuro, inferiore più chiara e glabra. Rachide robusto, picciolo lungo 3-5 cm con spine alla base. Nervatura pennata con nervature secondarie evidenti."
rovere,Rovere,Quercus petraea,Fagales,Fagaceae,Quercus,Latifoglia,"Nord, Centro","Collina, Montagna",Decidua,lobato,alterne,fessurata,ghianda,"Foglie alterne, regolari, obovate, con 5-8 coppie di lobi arrotondati. Lamina glabra, provvista di un picciolo ben evidente e lungo (caratteristica discriminante dalla farnia).","Corteccia grigio-bruna, sottile da giovane, che si fessura longitudinalmente in modo regolare formando fitti costoloni verticali paralleli.","Ghiande ovoidali riunite a gruppi di 2-5, quasi completamente prive di peduncolo (sessili) e inserite direttamente sul rametto.","Chioma imponente, densa, emisferica e regolare, con rami principali dritti e slanciati inseriti ad angolo acuto. Portamento maestoso.","Foglie semplici, alterne, obovate, lunghe 6-12 cm, larghe 3-7 cm, con 5-8 coppie di lobi arrotondati. Margine intero o leggermente ondulato, pagina superiore verde scuro e glabra, inferiore più chiara e glabra o con peli nelle ascelle delle nervature. Nervature pennate con 5-8 paia di nervature secondarie. Picciolo lungo 1-2 cm (carattere discriminante)."
roverella,Roverella,Quercus pubescens,Fagales,Fagaceae,Quercus,Latifoglia,Italia,Collina,Decidua,lobato,alterne,fessurata,ghianda,"Foglie semplici, obovate, con 4-7 lobi arrotondati e peluria stellata sulla pagina inferiore. Margine intero o leggermente dentato.","Corteccia fessurata a piccole placche rettangolari nerastre, spessa e rugosa.","Ghianda singola o a gruppi con cupola squamosa, pubescente, che copre circa metà  del frutto.","Chioma ampia e globosa negli esemplari isolati, con rami contorti e portamento irregolare.","Foglie semplici, alterne, obovate, lunghe 4-8 cm, larghe 3-5 cm, con 4-7 lobi arrotondati e poco profondi. Margine intero o leggermente dentato. Pagina superiore verde scuro e opaco, inferiore grigio-tomentosa per fitta peluria stellata. Nervature pennate con 5-7 paia di nervature secondarie. Picciolo corto, fino a 0,5 cm."
salice_bianco,Salice bianco,Salix alba,Malpighiales,Salicaceae,Salix,Latifoglia,Italia,Pianura,Decidua,seghettato,alterne,fessurata,capsula,"Foglie alterne, lanceolate, con margine finemente seghettato. Ricoperte su entrambe le pagine (soprattutto sotto) da una fitta peluria argentea e lucida (da cui bianco).","Corteccia grigio-bruna, spessa, profondamente fessurata in senso longitudinale con costoloni fibrosi e stabili negli esemplari maturi.","Capsula bivalve ovoidale disposta in amenti eretti, che si apre liberando semi avvolti in un fitto cotone idrofilo bianco.","Chioma ampia, aperta, con rami principali eretti e rametti secondari flessibili ma non penduli. Aspetto argenteo molto caratteristico lungo i fiumi.","Foglie semplici, alterne, lanceolate, lunghe 5-10 cm, larghe 1-2 cm, con apice acuminato e base cuneata. Margine finemente seghettato. Pagina superiore verde-grigiastra e glabra, inferiore argentata per fitta peluria. Nervature pennate con 10-15 paia di nervature secondarie. Picciolo corto, fino a 0,5 cm."
sequoia,Sequoia,Sequoiadendron giganteum,Cupressales,Cupressaceae,Sequoiadendron,Conifera,Italia,"Collina, Montagna",Sempreverde,intero,alterne,squamosa,pigna,"Foglie aghiformi o squamiformi, persistenti, disposte a spirale sui rametti, di colore verde glauco o verde scuro, con punta appuntita.","Corteccia molto spessa (fino a 30 cm), fibrosa e sugherosa, di colore rosso-brunastro, profondamente fessurata e morbida al tatto.","Cono legnoso ovoidale, piccolo (3-5 cm), con scudetti romboidali che si aprono a maturità  rilasciando piccoli semi alati.","Chioma conico-piramidale e slanciata, con tronco imponente e rami orizzontali. Tra gli alberi più alti e massicci del mondo.","Foglie aghiformi o squamiformi, persistenti, lunghe 1-2 cm, disposte a spirale sui rametti. Colore verde glauco o verde scuro, apice appuntito. Margine intero. Sessili, con base aderente al rametto."
sorbo_domestico,Sorbo domestico,Sorbus domestica,Rosales,Rosaceae,Sorbus,Latifoglia,Italia,"Collina, Montagna",Decidua,seghettato,alterne,fessurata,capsula,"Foglie alterne, composte imparipennate con 7-11 foglioline ovali-ellittiche, margine finemente seghettato, di colore verde scuro lucido.","Corteccia grigio-bruna, liscia da giovane, che con l'età si fessura longitudinalmente in placche sottili e irregolari.","Pomo (falso frutto) globoso o piriforme, di colore giallo-verdastro o bruno-rossastro a maturità, con polpa farinosa e semi duri.","Chioma ampia, globosa e densa, con rami robusti e portamento maestoso. Albero da frutto tradizionale dei boschi collinari.","Foglie composte imparipennate, alterne, lunghe 15-25 cm, con 7-11 foglioline ovali-ellittiche, lunghe 4-8 cm, larghe 2-4 cm. Margine finemente seghettato, pagina superiore verde scuro e lucido, inferiore più chiara e pubescente lungo le nervature. Nervature pennate con 6-8 paia di nervature secondarie. Picciolo lungo 2-5 cm."
sorbo_uccellatori,Sorbo degli uccellatori,Sorbus aucuparia,Rosales,Rosaceae,Sorbus,Latifoglia,"Nord, Centro",Montagna,Decidua,seghettato,alterne,liscia,capsula,"Foglie alterne, composte imparipennate con 9-15 foglioline oblungo-lanceolate, margine seghettato, di colore verde scuro opaco.","Corteccia grigio-bruna, liscia e lucida, con lenticelle evidenti, che tende a fessurarsi solo negli esemplari molto vecchi.","Piccola bacca globosa di colore rosso-arancio brillante a maturità, riunita in fitti grappoli penduli, contenente piccoli semi.","Chioma slanciata, conico-piramidale o arrotondata, con rami eretti e portamento leggero. Tipico dei boschi montani e subalpini.","Foglie composte imparipennate, alterne, lunghe 10-20 cm, con 9-15 foglioline oblungo-lanceolate, lunghe 2-5 cm, larghe 1-2 cm. Margine seghettato, pagina superiore verde scuro opaco, inferiore più chiara e pubescente. Nervature pennate con 5-8 paia di nervature secondarie. Picciolo lungo 2-4 cm."
sughera,Sughera,Quercus suber,Fagales,Fagaceae,Quercus,Latifoglia,"Centro, Sud, Sicilia, Sardegna","Collina, Mare",Sempreverde,intero,alterne,sugherosa,ghianda,"Foglie ovato-lanceolate, coriacee, con margine intero o dentellato. Pagina superiore verde scuro, inferiore più chiara e pubescente.","Corteccia spessa, sugherosa, profondamente fessurata, soffice al tatto e con aspetto spugnoso.","Ghianda ovoidale, protetta per circa un terzo o metà  da una cupola con squame appressate e pubescenti.","Chioma asimmetrica, larga e meno densa di quella del Leccio, con rami contorti e portamento irregolare.","Foglie persistenti, coriacee, ovato-lanceolate, lunghe 3-6 cm, larghe 1-2 cm, con margine intero o dentellato. Pagina superiore verde scuro, inferiore più chiara e pubescente. Nervature pennate con 5-7 paia di nervature secondarie. Picciolo corto, fino a 0,5 cm."
tasso,Tasso (Albero della morte),Taxus baccata,Cupressales,Taxaceae,Taxus,Conifera,Italia,"Collina, Montagna",Sempreverde,intero,isolati,fessurata,arillo,"Foglie aghiformi piatte, lineari, inserite a spirale ma disposte su due file pettinate. Colore verde scuro lucido sopra, più chiare sotto. Tossiche.","Corteccia sottile, bruno-rossastra, che si distacca precocemente in scaglie o placche longitudinali allungate, mostrando strati interni aranciati.","Falso frutto composto da un seme durissimo avvolto parzialmente da una cupolina carnosa rossa e succosa (arillo), che è l'unica parte non tossica.","Chioma densa, cupa, tondeggiante o piramidale, molto ramificata fin dalla base. Accrescimento estremamente lento.","Aghi lunghi 1-2,5 cm, lineari, piatti, disposti a spirale ma appiattiti su due file (pettinati). Colore verde scuro lucido sulla pagina superiore, più chiare inferiormente con due bande stomatiche. Margine intero, apice acuminato. Picciolo corto. Tossiche per la presenza di tassina."
tiglio,Tiglio selvatico,Tilia cordata,Malvales,Malvaceae,Tilia,Latifoglia,"Nord, Centro","Collina, Montagna",Decidua,seghettato,alterne,liscia,capsula,"Foglie a forma di cuore (cordata) con seghettatura fine e apice acuminato. Pagina superiore verde scuro, inferiore più chiara con ciuffi di peli rossicci all'ascella delle nervature.","Corteccia inizialmente liscia e grigia, poi finemente fessurata longitudinalmente negli esemplari adulti.",Piccola capsula globosa attaccata a una brattea fogliacea che funge da organo di dispersione.,"Tronco molto robusto a volte policormico negli individui isolati, chioma ampia, subglobosa.","Foglie semplici, alterne, cordate (a forma di cuore), lunghe 5-10 cm, larghe 5-8 cm, con apice acuminato e base cordata. Margine finemente e regolarmente seghettato. Pagina superiore verde scuro, inferiore più chiara con ciuffi di peli rossicci all'ascella delle nervature. Nervature pennate con 5-7 paia di nervature secondarie. Picciolo lungo 2-5 cm."
tiglio_nostrano,Tiglio nostrano,Tilia platyphyllos,Malvales,Malvaceae,Tilia,Latifoglia,Italia,"Collina, Montagna",Decidua,seghettato,alterne,liscia,capsula,"Foglie alterne, grandi, a forma di cuore (cordate), con margine seghettato e pagina superiore verde scuro, inferiore più chiara e pubescente con ciuffi di peli bianchi all'ascella delle nervature.","Corteccia grigio-bruna, liscia da giovane, che diventa finemente fessurata longitudinalmente negli esemplari adulti.","Piccola capsula globosa, tomentosa, attaccata a una brattea fogliacea lunga 5-10 cm che funge da organo di dispersione.","Chioma ampia, densa e arrotondata, con tronco robusto e rami ascendenti. Albero maestoso dei boschi di latifoglie, più grande del tiglio selvatico.","Foglie semplici, alterne, cordate (a forma di cuore), lunghe 7-12 cm, larghe 7-10 cm, con apice acuminato e base cordata. Margine regolarmente seghettato. Pagina superiore verde scuro, inferiore più chiara e pubescente con ciuffi di peli bianchi all'ascella delle nervature. Nervature pennate con 5-7 paia di nervature secondarie. Picciolo lungo 3-6 cm."
